GARMIN CONSOLIDATED SLEEP REPORT
===============================

Date         | Deep     | REM      | Light    | Total
2023-11-29   | 0h 52m   | 2h 0m    | 5h 43m   | 8h 45m
2023-11-30   | 1h 15m   | 2h 11m   | 4h 52m   | 8h 25m
2023-12-01   | 0h 44m   | 1h 57m   | 5h 48m   | 8h 44m
2023-12-02   | 1h 1m    | 1h 51m   | 5h 30m   | 8h 41m
2023-12-03   | 1h 21m   | 1h 25m   | 4h 59m   | 8h 1m
2023-12-04   | 1h 43m   | 2h 11m   | 4h 19m   | 8h 39m
2023-12-05   | 0h 56m   | 1h 53m   | 6h 33m   | 9h 26m
2023-12-06   | 1h 3m    | 0h 51m   | 6h 48m   | 8h 57m
2023-12-07   | 0h 54m   | 1h 57m   | 6h 26m   | 9h 56m
2023-12-08   | 1h 11m   | 2h 1m    | 5h 27m   | 8h 46m
2023-12-09   | 1h 54m   | 1h 56m   | 5h 27m   | 9h 29m
2023-12-10   | 0h 44m   | 2h 22m   | 5h 32m   | 8h 59m
2023-12-11   | 0h 41m   | 1h 27m   | 6h 41m   | 9h 15m
2023-12-12   | 0h 30m   | 1h 33m   | 6h 0m    | 8h 17m
2023-12-13   | 0h 53m   | 0h 12m   | 3h 20m   | 5h 5m
2023-12-14   | 0h 59m   | 1h 7m    | 5h 23m   | 8h 6m
2023-12-15   | 1h 30m   | 2h 34m   | 6h 9m    | 10h 13m
2023-12-16   | 1h 14m   | 2h 19m   | 4h 43m   | 8h 22m
2023-12-17   | 0h 46m   | 2h 2m    | 5h 41m   | 8h 32m
2023-12-18   | 0h 36m   | 1h 38m   | 5h 53m   | 8h 11m
2023-12-19   | 1h 15m   | 1h 53m   | 5h 41m   | 8h 57m
2023-12-20   | 0h 18m   | 1h 27m   | 6h 1m    | 8h 10m
2023-12-21   | 1h 16m   | 2h 33m   | 3h 31m   | 7h 39m
2023-12-22   | 1h 7m    | 1h 59m   | 5h 3m    | 8h 39m
2023-12-23   | 1h 14m   | 1h 30m   | 4h 57m   | 8h 21m
2023-12-24   | 0h 47m   | 1h 45m   | 5h 30m   | 8h 17m
2023-12-25   | 1h 9m    | 0h 41m   | 4h 21m   | 6h 13m
2023-12-26   | 0h 48m   | 1h 32m   | 5h 1m    | 7h 44m
2023-12-27   | 0h 47m   | 2h 42m   | 6h 39m   | 10h 24m
2023-12-28   | 0h 56m   | 1h 43m   | 5h 38m   | 8h 44m
2023-12-29   | 0h 52m   | 1h 33m   | 5h 42m   | 9h 6m
2023-12-30   | 0h 29m   | 1h 21m   | 7h 4m    | 9h 15m
2023-12-31   | 1h 17m   | 2h 2m    | 6h 12m   | 10h 13m
2024-01-01   | 0h 51m   | 0h 57m   | 6h 43m   | 8h 41m
2024-01-02   | 1h 32m   | 1h 49m   | 4h 40m   | 8h 34m
2024-01-03   | 0h 35m   | 1h 40m   | 5h 39m   | 8h 15m
2024-01-04   | 0h 30m   | 0h 55m   | 7h 2m    | 9h 6m
2024-01-05   | 0h 46m   | 2h 55m   | 7h 7m    | 11h 11m
2024-01-06   | 0h 5m    | 1h 51m   | 5h 38m   | 7h 41m
2024-01-07   | 1h 12m   | 2h 39m   | 4h 22m   | 9h 10m
2024-01-08   | 0h 52m   | 0h 58m   | 6h 12m   | 8h 42m
2024-01-09   | 0h 49m   | 1h 50m   | 5h 58m   | 8h 39m
2024-01-10   | 0h 49m   | 3h 26m   | 5h 21m   | 9h 46m
2024-01-11   | 0h 35m   | 1h 29m   | 6h 40m   | 8h 50m
2024-01-12   | 0h 43m   | 2h 4m    | 6h 5m    | 9h 1m
2024-01-13   | 0h 20m   | 2h 30m   | 5h 38m   | 8h 28m
2024-01-14   | 0h 57m   | 2h 5m    | 6h 29m   | 9h 42m
2024-01-15   | 0h 29m   | 1h 36m   | 6h 39m   | 8h 51m
2024-01-16   | 1h 22m   | 1h 45m   | 4h 25m   | 7h 49m
2024-01-17   | 0h 30m   | 1h 37m   | 7h 1m    | 9h 22m
2024-01-18   | 0h 49m   | 0h 56m   | 5h 37m   | 7h 57m
2024-01-19   | 1h 11m   | 1h 43m   | 5h 24m   | 8h 33m
2024-01-20   | 0h 49m   | 1h 35m   | 5h 25m   | 8h 6m
2024-01-21   | 1h 39m   | 1h 45m   | 4h 52m   | 8h 26m
2024-01-22   | 0h 48m   | 0h 52m   | 5h 21m   | 7h 19m
2024-01-23   | 1h 45m   | 1h 32m   | 4h 31m   | 8h 8m
2024-01-24   | 0h 49m   | 0h 49m   | 5h 39m   | 7h 59m
2024-01-26   | 0h 40m   | 1h 51m   | 5h 51m   | 8h 31m
2024-01-27   | 0h 45m   | 2h 7m    | 5h 52m   | 9h 3m
2024-01-28   | 0h 38m   | 2h 9m    | 5h 43m   | 8h 52m
2024-01-29   | 0h 52m   | 1h 31m   | 6h 14m   | 9h 7m
2024-01-30   | 1h 16m   | 1h 48m   | 3h 43m   | 7h 1m
2024-01-31   | 1h 18m   | 1h 58m   | 6h 24m   | 10h 14m
2024-02-01   | 1h 39m   | 1h 19m   | 5h 42m   | 8h 57m
2024-02-02   | 1h 8m    | 1h 44m   | 5h 18m   | 8h 30m
2024-02-03   | 0h 49m   | 2h 38m   | 5h 52m   | 9h 21m
2024-02-04   | 0h 41m   | 1h 11m   | 6h 19m   | 8h 13m
2024-02-05   | 0h 47m   | 1h 2m    | 6h 35m   | 8h 36m
2024-02-06   | 1h 16m   | 2h 23m   | 5h 11m   | 8h 54m
2024-02-07   | 0h 56m   | 1h 52m   | 5h 49m   | 9h 5m
2024-02-08   | 0h 45m   | 2h 0m    | 5h 52m   | 9h 2m
2024-02-09   | 1h 2m    | 1h 51m   | 5h 14m   | 8h 19m
2024-02-10   | 0h 47m   | 1h 52m   | 4h 53m   | 7h 55m
2024-02-11   | 0h 50m   | 1h 49m   | 4h 56m   | 7h 40m
2024-02-12   | 1h 51m   | 1h 17m   | 5h 16m   | 9h 0m
2024-02-13   | 1h 19m   | 2h 4m    | 5h 5m    | 8h 38m
2024-02-14   | 0h 40m   | 1h 31m   | 6h 4m    | 8h 54m
2024-02-15   | 0h 57m   | 2h 25m   | 5h 2m    | 8h 33m
2024-02-16   | 0h 56m   | 1h 28m   | 5h 47m   | 8h 38m
2024-02-17   | 1h 3m    | 2h 20m   | 5h 22m   | 9h 4m
2024-02-18   | 0h 41m   | 1h 59m   | 6h 35m   | 9h 31m
2024-02-19   | 0h 30m   | 1h 34m   | 4h 38m   | 6h 49m
2024-02-20   | 1h 2m    | 2h 17m   | 5h 1m    | 8h 51m
2024-02-21   | 0h 34m   | 1h 45m   | 5h 47m   | 8h 29m
2024-02-22   | 1h 0m    | 2h 1m    | 5h 34m   | 8h 55m
2024-02-23   | 0h 53m   | 2h 3m    | 5h 3m    | 8h 37m
2024-02-24   | 0h 49m   | 1h 27m   | 5h 37m   | 8h 3m
2024-02-25   | 0h 32m   | 1h 15m   | 6h 0m    | 8h 17m
2024-02-26   | 0h 55m   | 2h 31m   | 5h 2m    | 8h 36m
2024-02-27   | 1h 8m    | 1h 32m   | 5h 25m   | 8h 57m
2024-02-28   | 0h 25m   | 1h 55m   | 6h 25m   | 8h 57m
2024-02-29   | 1h 10m   | 1h 38m   | 7h 0m    | 10h 2m
2024-03-01   | 0h 36m   | 1h 37m   | 6h 9m    | 9h 18m
2024-03-02   | 0h 57m   | 2h 42m   | 4h 55m   | 8h 40m
2024-03-03   | 0h 46m   | 1h 10m   | 6h 2m    | 8h 11m
2024-03-04   | 1h 30m   | 1h 57m   | 5h 4m    | 8h 43m
2024-03-05   | 0h 59m   | 2h 5m    | 5h 44m   | 9h 3m
2024-03-06   | 1h 0m    | 2h 30m   | 4h 40m   | 8h 31m
2024-03-07   | 0h 57m   | 2h 1m    | 6h 54m   | 10h 6m
2024-03-08   | 0h 52m   | 1h 41m   | 6h 9m    | 8h 49m
2024-03-09   | 0h 55m   | 1h 51m   | 6h 1m    | 9h 48m
2024-03-10   | 0h 17m   | 1h 2m    | 6h 14m   | 7h 43m
2024-03-11   | 0h 52m   | 1h 27m   | 6h 13m   | 8h 51m
2024-03-12   | 1h 24m   | 0h 57m   | 6h 9m    | 9h 10m
2024-03-13   | 0h 53m   | 1h 9m    | 5h 20m   | 8h 7m
2024-03-14   | 1h 9m    | 1h 48m   | 5h 43m   | 9h 16m
2024-03-15   | 0h 50m   | 1h 43m   | 6h 1m    | 8h 36m
2024-03-16   | 1h 0m    | 1h 44m   | 6h 28m   | 9h 18m
2024-03-17   | 1h 4m    | 1h 12m   | 5h 16m   | 7h 53m
2024-03-18   | 0h 56m   | 1h 20m   | 6h 15m   | 8h 56m
2024-03-19   | 1h 9m    | 1h 58m   | 5h 30m   | 8h 52m
2024-03-20   | 0h 41m   | 1h 47m   | 5h 56m   | 8h 39m
2024-03-21   | 0h 40m   | 1h 48m   | 5h 39m   | 8h 36m
2024-03-22   | 0h 23m   | 1h 45m   | 7h 0m    | 9h 17m
2024-03-23   | 0h 36m   | 0h 58m   | 5h 46m   | 7h 56m
2024-03-24   | 1h 0m    | 2h 49m   | 6h 16m   | 10h 6m
2024-03-25   | 1h 33m   | 1h 17m   | 5h 45m   | 9h 32m
2024-03-26   | 0h 53m   | 2h 24m   | 5h 20m   | 8h 48m
2024-03-27   | 1h 17m   | 2h 17m   | 5h 18m   | 9h 1m
2024-03-28   | 0h 54m   | 1h 59m   | 6h 25m   | 9h 23m
2024-03-29   | 0h 58m   | 1h 57m   | 5h 25m   | 8h 26m
2024-03-30   | 0h 46m   | 0h 58m   | 7h 3m    | 9h 14m
2024-03-31   | 1h 27m   | 1h 49m   | 5h 56m   | 9h 14m
2024-04-01   | 1h 8m    | 1h 54m   | 4h 39m   | 7h 42m
2024-04-02   | 0h 47m   | 1h 36m   | 5h 20m   | 7h 59m
2024-04-03   | 1h 18m   | 1h 54m   | 5h 35m   | 8h 49m
2024-04-04   | 1h 12m   | 2h 6m    | 4h 40m   | 8h 9m
2024-04-05   | 0h 48m   | 1h 28m   | 6h 32m   | 9h 16m
2024-04-06   | 0h 50m   | 1h 59m   | 6h 24m   | 9h 26m
2024-04-07   | 1h 16m   | 2h 7m    | 5h 17m   | 9h 2m
2024-04-08   | 0h 50m   | 1h 19m   | 6h 51m   | 9h 18m
2024-04-09   | 1h 4m    | 1h 59m   | 5h 52m   | 9h 1m
2024-04-10   | 0h 24m   | 1h 39m   | 6h 41m   | 9h 15m
2024-04-11   | 1h 13m   | 1h 39m   | 6h 8m    | 9h 24m
2024-04-12   | 1h 14m   | 2h 31m   | 5h 53m   | 10h 10m
2024-04-13   | 0h 52m   | 1h 40m   | 5h 39m   | 8h 23m
2024-04-14   | 0h 28m   | 1h 22m   | 6h 23m   | 8h 45m
2024-04-15   | 1h 40m   | 1h 23m   | 5h 49m   | 9h 21m
2024-04-16   | 1h 39m   | 1h 5m    | 5h 53m   | 8h 53m
2024-04-17   | 1h 7m    | 1h 50m   | 5h 35m   | 8h 54m
2024-04-18   | 1h 9m    | 1h 41m   | 5h 21m   | 8h 47m
2024-04-19   | 1h 3m    | 1h 10m   | 5h 39m   | 8h 16m
2024-04-20   | 1h 15m   | 2h 14m   | 5h 0m    | 8h 29m
2024-04-21   | 1h 11m   | 1h 17m   | 3h 50m   | 6h 28m
2024-04-22   | 1h 24m   | 2h 5m    | 5h 2m    | 8h 52m
2024-04-23   | 0h 23m   | 2h 6m    | 6h 19m   | 8h 51m
2024-04-24   | 0h 55m   | 2h 14m   | 6h 17m   | 9h 50m
2024-04-25   | 0h 36m   | 1h 44m   | 6h 51m   | 9h 26m
2024-04-26   | 0h 16m   | 2h 13m   | 6h 4m    | 8h 59m
2024-04-27   | 1h 19m   | 2h 41m   | 4h 54m   | 10h 1m
2024-04-28   | 1h 17m   | 0h 0m    | 4h 45m   | 6h 30m
2024-04-29   | 0h 41m   | 2h 9m    | 5h 27m   | 8h 26m
2024-04-30   | 0h 34m   | 2h 12m   | 5h 44m   | 8h 38m
2024-05-01   | 0h 25m   | 2h 52m   | 5h 17m   | 8h 48m
2024-05-02   | 0h 44m   | 2h 17m   | 5h 49m   | 9h 16m
2024-05-03   | 0h 40m   | 1h 50m   | 6h 15m   | 9h 0m
2024-05-04   | 0h 31m   | 1h 54m   | 5h 27m   | 8h 1m
2024-05-05   | 0h 46m   | 1h 49m   | 6h 7m    | 9h 7m
2024-05-06   | 1h 23m   | 2h 9m    | 5h 44m   | 9h 33m
2024-05-07   | 0h 53m   | 2h 13m   | 5h 14m   | 8h 55m
2024-05-08   | 0h 45m   | 2h 11m   | 5h 30m   | 8h 57m
2024-05-09   | 0h 41m   | 1h 43m   | 6h 14m   | 9h 8m
2024-05-10   | 0h 58m   | 1h 50m   | 6h 21m   | 9h 40m
2024-05-11   | 1h 25m   | 0h 42m   | 4h 48m   | 7h 4m
2024-05-12   | 0h 58m   | 2h 20m   | 5h 5m    | 8h 26m
2024-05-13   | 1h 7m    | 1h 49m   | 6h 46m   | 9h 59m
2024-05-14   | 0h 44m   | 1h 44m   | 6h 11m   | 9h 0m
2024-05-15   | 0h 30m   | 2h 15m   | 6h 38m   | 9h 33m
2024-05-16   | 0h 43m   | 1h 17m   | 6h 58m   | 9h 14m
2024-05-17   | 1h 9m    | 1h 12m   | 6h 1m    | 8h 57m
2024-05-18   | 0h 42m   | 1h 20m   | 5h 18m   | 8h 1m
2024-05-19   | 0h 17m   | 1h 12m   | 7h 32m   | 9h 33m
2024-05-20   | 0h 43m   | 1h 49m   | 6h 34m   | 9h 16m
2024-05-21   | 0h 40m   | 2h 15m   | 5h 44m   | 8h 41m
2024-05-22   | 0h 49m   | 2h 6m    | 4h 41m   | 7h 44m
2024-05-23   | 1h 3m    | 1h 40m   | 6h 26m   | 9h 46m
2024-05-24   | 0h 56m   | 2h 34m   | 5h 33m   | 9h 30m
2024-05-25   | 0h 53m   | 1h 46m   | 6h 2m    | 8h 45m
2024-05-26   | 0h 20m   | 1h 48m   | 6h 20m   | 8h 36m
2024-05-27   | 0h 55m   | 1h 1m    | 5h 39m   | 9h 28m
2024-05-28   | 0h 35m   | 1h 50m   | 5h 57m   | 8h 30m
2024-05-29   | 0h 48m   | 1h 44m   | 6h 18m   | 9h 8m
2024-05-30   | 1h 22m   | 2h 34m   | 4h 54m   | 8h 50m
2024-05-31   | 0h 58m   | 1h 21m   | 6h 7m    | 8h 57m
2024-06-01   | 0h 48m   | 1h 49m   | 5h 37m   | 8h 37m
2024-06-02   | 1h 24m   | 1h 12m   | 7h 24m   | 11h 10m
2024-06-03   | 0h 44m   | 2h 1m    | 5h 22m   | 8h 14m
2024-06-04   | 0h 53m   | 2h 5m    | 5h 14m   | 9h 10m
2024-06-05   | 0h 56m   | 1h 45m   | 5h 19m   | 8h 26m
2024-06-06   | 0h 58m   | 2h 14m   | 5h 42m   | 8h 58m
2024-06-07   | 0h 47m   | 1h 37m   | 5h 43m   | 8h 30m
2024-06-08   | 1h 11m   | 1h 31m   | 4h 50m   | 7h 40m
2024-06-09   | 0h 56m   | 0h 27m   | 7h 8m    | 9h 37m
2024-06-10   | 0h 49m   | 1h 28m   | 5h 48m   | 8h 32m
2024-06-11   | 0h 55m   | 1h 37m   | 6h 7m    | 9h 24m
2024-06-12   | 0h 36m   | 2h 5m    | 5h 53m   | 8h 59m
2024-06-13   | 1h 12m   | 2h 33m   | 5h 12m   | 9h 19m
2024-06-14   | 0h 49m   | 1h 37m   | 6h 21m   | 8h 59m
2024-06-15   | 0h 44m   | 0h 56m   | 3h 54m   | 5h 54m
2024-06-16   | 0h 12m   | 1h 21m   | 7h 15m   | 9h 11m
2024-06-17   | 0h 29m   | 1h 55m   | 6h 25m   | 8h 59m
2024-06-18   | 0h 57m   | 1h 29m   | 6h 9m    | 9h 20m
2024-06-19   | 0h 50m   | 1h 53m   | 6h 6m    | 9h 10m
2024-06-20   | 0h 20m   | 1h 44m   | 6h 46m   | 8h 56m
2024-06-21   | 0h 27m   | 2h 14m   | 5h 15m   | 8h 3m
2024-06-22   | 0h 47m   | 2h 26m   | 7h 5m    | 10h 33m
2024-06-23   | 0h 15m   | 1h 48m   | 6h 6m    | 8h 26m
2024-06-24   | 0h 30m   | 1h 24m   | 6h 25m   | 8h 22m
2024-06-25   | 0h 32m   | 1h 52m   | 6h 23m   | 8h 51m
2024-06-26   | 0h 21m   | 1h 49m   | 6h 9m    | 8h 27m
2024-06-27   | 0h 47m   | 2h 4m    | 6h 15m   | 9h 6m
2024-06-28   | 0h 47m   | 2h 14m   | 5h 23m   | 8h 38m
2024-06-29   | 0h 49m   | 2h 22m   | 4h 31m   | 7h 50m
2024-06-30   | 0h 44m   | 1h 51m   | 5h 25m   | 8h 28m
2024-07-01   | 0h 17m   | 1h 13m   | 6h 35m   | 8h 12m
2024-07-02   | 1h 4m    | 3h 17m   | 4h 24m   | 8h 58m
2024-07-03   | 0h 7m    | 2h 20m   | 6h 49m   | 9h 24m
2024-07-04   | 0h 36m   | 0h 38m   | 3h 40m   | 5h 24m
2024-07-05   | 0h 50m   | 2h 3m    | 5h 31m   | 8h 26m
2024-07-06   | 0h 57m   | 0h 53m   | 6h 54m   | 8h 54m
2024-07-07   | 0h 40m   | 1h 37m   | 5h 46m   | 8h 47m
2024-07-08   | 0h 56m   | 1h 45m   | 5h 13m   | 8h 33m
2024-07-09   | 0h 49m   | 2h 18m   | 5h 27m   | 8h 58m
2024-07-10   | 0h 46m   | 1h 19m   | 6h 10m   | 8h 25m
2024-07-11   | 0h 10m   | 1h 0m    | 4h 39m   | 6h 48m
2024-07-12   | 0h 41m   | 1h 13m   | 6h 41m   | 9h 25m
2024-07-13   | 0h 31m   | 2h 43m   | 6h 15m   | 9h 48m
2024-07-14   | 1h 30m   | 1h 15m   | 4h 41m   | 8h 17m
2024-07-15   | 1h 8m    | 1h 30m   | 6h 8m    | 9h 2m
2024-07-16   | 0h 32m   | 2h 7m    | 5h 49m   | 8h 44m
2024-07-17   | 0h 24m   | 1h 35m   | 5h 41m   | 7h 47m
2024-07-18   | 0h 49m   | 1h 57m   | 5h 21m   | 8h 14m
2024-07-19   | 0h 59m   | 0h 0m    | 6h 33m   | 8h 10m
2024-07-20   | 0h 55m   | 0h 58m   | 3h 37m   | 5h 39m
2024-07-21   | 1h 0m    | 0h 57m   | 5h 51m   | 8h 21m
2024-07-22   | 1h 39m   | 1h 11m   | 5h 23m   | 9h 8m
2024-07-23   | 0h 54m   | 0h 55m   | 6h 50m   | 8h 45m
2024-07-24   | 0h 25m   | 2h 0m    | 6h 33m   | 9h 7m
2024-07-25   | 0h 26m   | 1h 51m   | 7h 30m   | 9h 59m
2024-07-26   | 0h 25m   | 1h 57m   | 6h 32m   | 8h 58m
2024-07-27   | 0h 13m   | 1h 19m   | 5h 22m   | 7h 17m
2024-07-29   | 0h 29m   | 2h 32m   | 5h 43m   | 8h 58m
2024-07-30   | 0h 49m   | 2h 3m    | 6h 6m    | 9h 0m
2024-07-31   | 0h 56m   | 1h 51m   | 5h 21m   | 8h 27m
2024-08-01   | 0h 21m   | 2h 19m   | 5h 37m   | 8h 23m
2024-08-02   | 0h 47m   | 1h 48m   | 5h 38m   | 8h 19m
2024-08-03   | 0h 40m   | 1h 28m   | 4h 55m   | 7h 4m
2024-08-04   | 1h 1m    | 1h 6m    | 6h 5m    | 8h 28m
2024-08-05   | 0h 39m   | 2h 7m    | 6h 56m   | 10h 47m
2024-08-06   | 0h 33m   | 0h 15m   | 3h 35m   | 4h 32m
2024-08-07   | 0h 45m   | 0h 23m   | 5h 28m   | 6h 38m
2024-08-08   | 0h 54m   | 1h 2m    | 5h 13m   | 7h 19m
2024-08-09   | 0h 55m   | 0h 55m   | 5h 36m   | 7h 30m
2024-08-10   | 0h 54m   | 0h 42m   | 5h 37m   | 7h 36m
2024-08-11   | 1h 4m    | 1h 41m   | 5h 9m    | 8h 4m
2024-08-12   | 1h 4m    | 0h 0m    | 6h 55m   | 9h 29m
2024-08-13   | 1h 3m    | 2h 12m   | 5h 47m   | 9h 5m
2024-08-14   | 0h 33m   | 0h 0m    | 5h 22m   | 7h 10m
2024-08-15   | 0h 25m   | 0h 58m   | 5h 24m   | 8h 11m
2024-08-16   | 0h 55m   | 1h 44m   | 5h 11m   | 7h 58m
2024-08-17   | 0h 42m   | 0h 58m   | 6h 6m    | 7h 55m
2024-08-18   | 0h 49m   | 0h 58m   | 4h 45m   | 6h 32m
2024-08-19   | 1h 0m    | 1h 55m   | 5h 21m   | 8h 47m
2024-08-20   | 0h 28m   | 2h 1m    | 6h 42m   | 9h 29m
2024-08-21   | 0h 59m   | 0h 24m   | 4h 28m   | 6h 7m
2024-08-22   | 0h 13m   | 1h 34m   | 7h 38m   | 9h 48m
2024-08-23   | 1h 1m    | 1h 49m   | 6h 22m   | 9h 41m
2024-08-24   | 0h 54m   | 1h 20m   | 6h 8m    | 8h 45m
2024-08-25   | 0h 19m   | 0h 47m   | 6h 12m   | 7h 35m
2024-08-26   | 0h 47m   | 1h 32m   | 6h 12m   | 8h 42m
2024-08-27   | 0h 9m    | 1h 13m   | 7h 42m   | 9h 10m
2024-08-28   | 0h 36m   | 1h 27m   | 6h 39m   | 9h 12m
2024-08-29   | 0h 0m    | 1h 33m   | 7h 15m   | 9h 14m
2024-08-30   | 0h 15m   | 1h 30m   | 7h 43m   | 9h 42m
2024-08-31   | 0h 51m   | 1h 2m    | 4h 16m   | 6h 28m
2024-09-01   | 0h 26m   | 1h 30m   | 7h 35m   | 9h 33m
2024-09-02   | 1h 47m   | 1h 9m    | 5h 36m   | 9h 2m
2024-09-03   | 0h 10m   | 1h 46m   | 6h 4m    | 8h 12m
2024-09-04   | 0h 13m   | 1h 32m   | 6h 45m   | 8h 35m
2024-09-05   | 0h 1m    | 1h 55m   | 6h 27m   | 8h 48m
2024-09-06   | 0h 46m   | 1h 46m   | 6h 12m   | 8h 51m
2024-09-07   | 0h 39m   | 1h 41m   | 5h 29m   | 7h 50m
2024-09-08   | 0h 53m   | 0h 45m   | 5h 51m   | 7h 54m
2024-09-09   | 1h 5m    | 1h 33m   | 6h 25m   | 9h 11m
2024-09-10   | 1h 5m    | 1h 44m   | 5h 22m   | 8h 26m
2024-09-11   | 0h 24m   | 1h 45m   | 5h 57m   | 8h 12m
2024-09-12   | 0h 16m   | 1h 24m   | 7h 14m   | 9h 18m
2024-09-13   | 0h 16m   | 0h 53m   | 6h 33m   | 7h 45m
2024-09-14   | 1h 27m   | 2h 3m    | 5h 25m   | 9h 13m
2024-09-15   | 0h 37m   | 1h 16m   | 6h 0m    | 8h 30m
2024-09-16   | 0h 46m   | 1h 13m   | 5h 8m    | 7h 32m
2024-09-17   | 0h 10m   | 1h 53m   | 6h 4m    | 8h 32m
2024-09-18   | 0h 49m   | 1h 40m   | 5h 56m   | 8h 45m
2024-09-19   | 0h 46m   | 1h 44m   | 6h 3m    | 8h 52m
2024-09-20   | 0h 17m   | 1h 53m   | 5h 59m   | 8h 18m
2024-09-21   | 1h 5m    | 1h 46m   | 5h 14m   | 8h 19m
2024-09-22   | 0h 10m   | 1h 6m    | 6h 2m    | 7h 59m
2024-09-23   | 1h 17m   | 1h 39m   | 5h 19m   | 8h 16m
2024-09-24   | 0h 50m   | 1h 52m   | 6h 22m   | 9h 10m
2024-09-25   | 0h 24m   | 2h 4m    | 5h 49m   | 8h 35m
2024-09-26   | 0h 11m   | 0h 52m   | 7h 23m   | 8h 44m
2024-09-27   | 0h 51m   | 2h 3m    | 5h 58m   | 8h 56m
2024-09-28   | 0h 59m   | 1h 4m    | 4h 34m   | 6h 52m
2024-09-29   | 0h 37m   | 1h 13m   | 5h 45m   | 8h 43m
2024-09-30   | 0h 46m   | 1h 9m    | 5h 50m   | 8h 10m
2024-10-01   | 0h 42m   | 2h 7m    | 5h 56m   | 8h 48m
2024-10-02   | 0h 44m   | 2h 20m   | 5h 37m   | 9h 5m
2024-10-03   | 0h 33m   | 1h 54m   | 5h 46m   | 8h 21m
2024-10-04   | 1h 6m    | 0h 49m   | 6h 3m    | 8h 5m
2024-10-05   | 1h 2m    | 1h 49m   | 5h 56m   | 9h 17m
2024-10-06   | 0h 52m   | 1h 45m   | 4h 33m   | 7h 43m
2024-10-07   | 0h 43m   | 1h 11m   | 5h 30m   | 7h 49m
2024-10-08   | 0h 54m   | 1h 53m   | 6h 15m   | 9h 5m
2024-10-09   | 1h 25m   | 1h 56m   | 5h 13m   | 8h 49m
2024-10-10   | 1h 4m    | 2h 23m   | 5h 7m    | 8h 59m
2024-10-11   | 1h 6m    | 1h 27m   | 5h 32m   | 8h 14m
2024-10-12   | 1h 13m   | 1h 31m   | 5h 58m   | 9h 41m
2024-10-13   | 0h 57m   | 2h 19m   | 5h 20m   | 8h 52m
2024-10-14   | 1h 17m   | 1h 27m   | 5h 42m   | 8h 49m
2024-10-15   | 1h 3m    | 1h 49m   | 5h 5m    | 8h 3m
2024-10-16   | 1h 29m   | 2h 8m    | 5h 17m   | 9h 29m
2024-10-17   | 0h 56m   | 1h 29m   | 6h 10m   | 8h 52m
2024-10-18   | 0h 25m   | 1h 0m    | 6h 45m   | 8h 18m
2024-10-19   | 1h 15m   | 1h 33m   | 6h 24m   | 9h 47m
2024-10-20   | 1h 4m    | 1h 14m   | 5h 15m   | 7h 42m
2024-10-21   | 1h 28m   | 0h 57m   | 4h 33m   | 6h 59m
2024-10-22   | 1h 26m   | 1h 48m   | 5h 35m   | 9h 30m
2024-10-23   | 1h 46m   | 1h 7m    | 4h 51m   | 7h 55m
2024-10-24   | 0h 11m   | 1h 59m   | 6h 41m   | 9h 6m
2024-10-25   | 0h 10m   | 1h 7m    | 7h 8m    | 8h 44m
2024-10-26   | 1h 0m    | 1h 18m   | 5h 53m   | 8h 37m
2024-10-27   | 0h 14m   | 0h 59m   | 6h 13m   | 7h 42m
2024-10-28   | 0h 24m   | 1h 16m   | 6h 21m   | 8h 36m
2024-10-29   | 1h 7m    | 1h 26m   | 5h 57m   | 8h 46m
2024-10-30   | 0h 19m   | 1h 47m   | 7h 1m    | 9h 16m
2024-10-31   | 0h 9m    | 1h 25m   | 6h 19m   | 8h 7m
2024-11-01   | 0h 58m   | 1h 46m   | 5h 27m   | 9h 14m
2024-11-02   | 1h 16m   | 1h 17m   | 6h 2m    | 9h 2m
2024-11-03   | 0h 21m   | 0h 58m   | 6h 25m   | 8h 5m
2024-11-04   | 1h 31m   | 1h 44m   | 4h 50m   | 8h 45m
2024-11-05   | 0h 46m   | 1h 38m   | 6h 0m    | 8h 27m
2024-11-06   | 0h 33m   | 1h 53m   | 6h 11m   | 8h 48m
2024-11-07   | 0h 20m   | 1h 47m   | 6h 28m   | 8h 48m
2024-11-08   | 0h 59m   | 2h 29m   | 4h 45m   | 8h 45m
2024-11-09   | 0h 24m   | 1h 17m   | 5h 26m   | 7h 31m
2024-11-10   | 0h 26m   | 1h 37m   | 6h 55m   | 9h 12m
2024-11-11   | 1h 15m   | 1h 47m   | 5h 31m   | 8h 37m
2024-11-12   | 0h 44m   | 1h 27m   | 7h 5m    | 9h 23m
2024-11-13   | 1h 0m    | 1h 52m   | 5h 53m   | 8h 58m
2024-11-14   | 0h 24m   | 1h 49m   | 6h 26m   | 8h 44m
2024-11-15   | 0h 45m   | 0h 51m   | 5h 22m   | 7h 10m
2024-11-16   | 0h 40m   | 1h 16m   | 6h 4m    | 8h 8m
2024-11-17   | 0h 41m   | 1h 6m    | 6h 1m    | 8h 22m
2024-11-18   | 0h 48m   | 1h 9m    | 5h 58m   | 8h 1m
2024-11-19   | 1h 0m    | 2h 0m    | 5h 58m   | 9h 7m
2024-11-20   | 0h 25m   | 1h 45m   | 5h 44m   | 8h 57m
2024-11-21   | 0h 31m   | 0h 57m   | 6h 42m   | 8h 35m
